測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風速(m/s),降水量(mm),日照時數(小時)
臺北,2016/6/28,10:06:00,"1,007.40",34.9,58,1.4,0,1
臺北,2016/6/28,09:06:00,"1,007.30",32.8,64,0.6,0,1
臺北,2016/6/28,08:06:00,"1,007",31.5,67,0.6,0,0.5
臺北,2016/6/28,07:06:00,"1,006.70",29.3,74,0.8,0,0.5
臺北,2016/6/28,06:06:00,"1,005.90",28.4,72,0.8,0,0
臺北,2016/6/28,05:06:00,"1,004.80",27.8,72,1.6,0,-
臺北,2016/6/28,04:06:00,"1,004.90",28,72,2.4,0,-
臺北,2016/6/28,03:06:00,"1,005.10",28.2,73,1.9,0,-
臺北,2016/6/28,02:06:00,"1,005.20",28.5,72,1.6,0,-
臺北,2016/6/28,01:06:00,"1,006.10",28.7,70,2.3,0,-
臺北,2016/6/28,00:06:00,"1,009.80",27.2,82,0.6,0,-
臺北,2016/6/27,23:06:00,"1,007.20",29.2,70,2.6,0,-
臺北,2016/6/27,22:06:00,"1,007.10",28.5,74,3.4,0,-
臺北,2016/6/27,21:06:00,"1,007",30,70,1.1,0,-
臺北,2016/6/27,20:06:00,"1,006.60",30.3,68,2.1,0,-
臺北,2016/6/27,19:06:00,"1,005.80",32,64,1.1,0,0
臺北,2016/6/27,18:06:00,"1,005.40",32.5,63,0.9,0,0
臺北,2016/6/27,17:06:00,"1,004.70",32.9,60,1.6,0,0
臺北,2016/6/27,16:06:00,"1,003.70",34.2,58,2.4,0,0.3
臺北,2016/6/27,15:06:00,"1,003.60",35,56,2.6,0,0.7
臺北,2016/6/27,14:06:00,"1,003.70",35.5,57,1.4,0,0.9
臺北,2016/6/27,13:06:00,"1,003.60",36.3,56,1.9,0,1
臺北,2016/6/27,12:06:00,"1,003.80",36.4,56,1.7,0,1
臺北,2016/6/27,11:06:00,"1,004.30",35.4,55,1.1,0,0.9
臺北,2016/6/27,10:06:00,"1,004.90",33.3,63,1.3,0,1
臺北,2016/6/27,09:06:00,"1,005.40",33.2,66,0.7,0,1
臺北,2016/6/27,08:06:00,"1,005.80",31,73,0.3,0,0.5
臺北,2016/6/27,07:06:00,"1,005.80",28.4,77,1.3,0,0.2
臺北,2016/6/27,06:06:00,"1,005.80",27.6,75,1.2,0,0
臺北,2016/6/27,05:06:00,"1,005.50",27.4,76,2.6,0,-
臺北,2016/6/27,04:06:00,"1,005.80",27.8,73,1.1,0,-
臺北,2016/6/27,03:06:00,"1,005.90",28.2,73,0.4,0,-
臺北,2016/6/27,02:06:00,"1,006.40",28.2,74,0.8,0,-
臺北,2016/6/27,01:06:00,"1,006.90",28.2,73,1.9,0,-
臺北,2016/6/27,00:06:00,"1,006.70",29.1,70,1.6,0,-
臺北,2016/6/26,23:06:00,"1,007.10",28.9,77,2.7,0,-
臺北,2016/6/26,22:06:00,"1,007.20",29.1,77,1.2,0,-
臺北,2016/6/26,21:06:00,"1,007.30",29.4,73,2.8,0,-
臺北,2016/6/26,20:06:00,"1,006.80",29.4,70,1.9,0,-
臺北,2016/6/26,19:06:00,"1,006.40",29.8,69,2.5,0,0
臺北,2016/6/26,18:06:00,"1,005.90",30.5,68,3.6,0,0.3
臺北,2016/6/26,17:06:00,"1,005.40",31.1,71,1.8,0,0.2
臺北,2016/6/26,16:06:00,"1,005.20",31.3,73,1.9,0,0
臺北,2016/6/26,15:06:00,"1,005.10",31.4,74,1.2,0,0
臺北,2016/6/26,14:06:00,"1,005.50",30,81,2.8,6,0.3
臺北,2016/6/26,13:06:00,"1,005.50",33.7,64,1.9,0,0.2
臺北,2016/6/26,12:06:00,"1,005.50",35.5,63,0.6,0,0.3
臺北,2016/6/26,11:06:00,"1,006.20",32.9,61,0.5,0,0.1
臺北,2016/6/26,10:06:00,"1,006.50",34.4,61,0.9,0,0.9
臺北,2016/6/26,09:06:00,"1,006.90",32.5,69,1,0,1
臺北,2016/6/26,08:06:00,"1,007",30.8,73,1.1,0,0.4
臺北,2016/6/26,07:06:00,"1,007.30",28.9,76,1.4,0,0
臺北,2016/6/26,06:06:00,"1,007.10",28.4,76,1.4,0,0
臺北,2016/6/26,05:06:00,"1,006.70",28.3,77,1.4,0,-
臺北,2016/6/26,04:06:00,"1,006.20",28.3,76,1.6,0,-
臺北,2016/6/26,03:06:00,"1,006.10",28.2,76,1.8,0,-
臺北,2016/6/26,02:06:00,"1,006.40",28.3,76,1.2,0,-
臺北,2016/6/26,01:06:00,"1,006.70",28.6,75,1.6,0,-
臺北,2016/6/26,00:06:00,"1,007",28.6,73,1.1,0,-
臺北,2016/6/25,23:06:00,"1,007.80",29.3,75,1.9,0,-
臺北,2016/6/25,22:06:00,"1,007.70",29.5,74,0.6,0,-
臺北,2016/6/25,21:06:00,"1,007.40",29.7,74,0.7,0,-
臺北,2016/6/25,20:06:00,"1,006.70",30.1,72,1.6,0,-
臺北,2016/6/25,19:06:00,"1,006.30",30.7,70,1.1,0,0
臺北,2016/6/25,18:06:00,"1,005.60",31.2,66,1.2,0,0.3
臺北,2016/6/25,17:06:00,"1,005.30",31.1,67,2.5,0,0.4
臺北,2016/6/25,16:06:00,"1,005.70",30,60,3.7,0,0
臺北,2016/6/25,15:06:00,"1,005.40",32.1,67,2.2,0,0.1
臺北,2016/6/25,14:06:00,"1,004.40",34.1,64,1.5,0,0.1
臺北,2016/6/25,13:06:00,"1,004.60",34.5,61,1.2,0,0.3
臺北,2016/6/25,12:06:00,"1,005",35.9,54,0.9,0,0.6
臺北,2016/6/25,11:06:00,"1,005.50",34.2,57,0.3,0,0.8
臺北,2016/6/25,10:06:00,"1,005.80",34,58,0.3,0,0.8
臺北,2016/6/25,09:06:00,"1,006",32.7,61,1.3,0,1
臺北,2016/6/25,08:06:00,"1,005.80",30.4,70,0.9,0,0.4
臺北,2016/6/25,07:06:00,"1,005.40",28,74,0.6,0,0.5
臺北,2016/6/25,06:06:00,"1,004.40",27.1,75,1.4,0,0
臺北,2016/6/25,05:06:00,"1,004",27,75,1.3,0,-
臺北,2016/6/25,04:06:00,"1,004.20",27.3,74,1.5,0,-
臺北,2016/6/25,03:06:00,"1,004.40",27.4,74,2.3,0,-
臺北,2016/6/25,02:06:00,"1,004.50",27.4,74,1.5,0,-
臺北,2016/6/25,01:06:00,"1,004.80",27.5,75,2,0,-
臺北,2016/6/25,00:06:00,"1,007.50",29.1,75,1.2,0,-
臺北,2016/6/24,23:06:00,"1,006",28,73,2.4,0,-
臺北,2016/6/24,22:06:00,"1,006.20",28.1,73,1.6,0,-
臺北,2016/6/24,21:06:00,"1,005.60",28.3,73,2.1,0,-
臺北,2016/6/24,20:06:00,"1,005.40",28,74,1.8,0,-
臺北,2016/6/24,19:06:00,"1,004.70",28.5,73,2.4,0,0
臺北,2016/6/24,18:06:00,"1,003.90",28.4,75,2.7,0,0
臺北,2016/6/24,17:06:00,"1,004.50",27.7,78,3.7,1,0
臺北,2016/6/24,16:06:00,"1,003.70",28.8,80,3.5,4,0
臺北,2016/6/24,15:06:00,"1,003.20",32.4,69,3.2,0,0
臺北,2016/6/24,14:06:00,"1,003.30",33.8,64,2.2,0,0.2
臺北,2016/6/24,13:06:00,"1,003.80",36.6,56,0.3,0,0.4
臺北,2016/6/24,12:06:00,"1,004.30",35.6,57,1.2,0,0.7
臺北,2016/6/24,11:06:00,"1,004.80",35.7,49,2.3,0,1
臺北,2016/6/24,10:06:00,"1,005.20",34.6,53,1.1,0,1
臺北,2016/6/24,09:06:00,"1,005.40",33.5,59,0.3,0,1
臺北,2016/6/24,08:06:00,"1,004.90",31.1,68,0.9,0,0.5
臺北,2016/6/24,07:06:00,"1,005",28.7,75,1.5,0,0.5
臺北,2016/6/24,06:06:00,"1,005",27.9,75,1,0,0
臺北,2016/6/24,05:06:00,"1,004.90",27.6,76,1,0,-
臺北,2016/6/24,04:06:00,"1,004.20",27.9,74,1.8,0,-
臺北,2016/6/24,03:06:00,"1,003.80",28.2,74,1.6,0,-
臺北,2016/6/24,02:06:00,"1,004",28.3,72,1.9,0,-
臺北,2016/6/24,01:06:00,"1,004",28.7,74,2.1,0,-
臺北,2016/6/24,00:06:00,"1,005.50",27.7,74,1.4,0,-
臺北,2016/6/23,23:06:00,"1,005",29.4,76,1.4,0,-
臺北,2016/6/23,22:06:00,"1,005.30",29.8,75,0.9,0,-
臺北,2016/6/23,21:06:00,"1,004.70",29.7,76,1.3,0,-
臺北,2016/6/23,20:06:00,"1,004.30",30.5,69,2.5,0,-
臺北,2016/6/23,19:06:00,"1,004.10",31.3,66,1.4,0,0
臺北,2016/6/23,18:06:00,"1,003.90",31.3,67,0.9,0,0.1
臺北,2016/6/23,17:06:00,"1,003.70",31.3,70,2,0,0
臺北,2016/6/23,16:06:00,"1,003.50",32,73,0.9,0,0
臺北,2016/6/23,15:06:00,"1,004.30",31.7,71,0.6,0,0
臺北,2016/6/23,14:06:00,"1,003.90",34.5,64,1.9,0,0.8
臺北,2016/6/23,13:06:00,"1,004.30",36.9,57,1.1,0,0.8
臺北,2016/6/23,12:06:00,"1,004.90",35.9,58,0.5,0,0.6
臺北,2016/6/23,11:06:00,"1,005.50",34.6,61,0.6,0,0.4
臺北,2016/6/23,10:06:00,"1,005.50",34,62,1.6,0,0.9
臺北,2016/6/23,09:06:00,"1,005.80",32.4,67,1.3,0,0.5
臺北,2016/6/23,08:06:00,"1,006.30",30.9,73,1.4,0,0.2
臺北,2016/6/23,07:06:00,"1,006",29.3,76,1,0,0.4
臺北,2016/6/23,06:06:00,"1,005.50",28.3,78,1.1,0,0
臺北,2016/6/23,05:06:00,"1,004.90",28.4,75,1.6,0,-
臺北,2016/6/23,04:06:00,"1,004.40",28.4,75,1.8,0,-
臺北,2016/6/23,03:06:00,"1,004",28.8,75,1.5,0,-
臺北,2016/6/23,02:06:00,"1,004.20",28.8,74,1.1,0,-
臺北,2016/6/23,01:06:00,"1,004.50",29.3,74,1.4,0,-
臺北,2016/6/23,00:06:00,"1,004.60",28.7,77,1.8,0,-
臺北,2016/6/22,23:06:00,"1,005.60",29.9,72,1.5,0,-
臺北,2016/6/22,22:06:00,"1,005.90",30.6,69,0.7,0,-
臺北,2016/6/22,21:06:00,"1,005.60",31.3,64,1.6,0,-
臺北,2016/6/22,20:06:00,"1,005.30",31.9,62,1.8,0,-
臺北,2016/6/22,19:06:00,"1,004.90",32,62,2.2,0,0
臺北,2016/6/22,18:06:00,"1,004.20",32.6,60,3,0,0.3
臺北,2016/6/22,17:06:00,"1,003.90",34.5,58,0.9,0,0.3
臺北,2016/6/22,16:06:00,"1,003.80",36.1,55,1.7,0,0.5
臺北,2016/6/22,15:06:00,"1,004.10",36.7,54,1.7,0,0.5
臺北,2016/6/22,14:06:00,"1,004.30",36.4,56,2,0,0.6
臺北,2016/6/22,13:06:00,"1,004.70",35.8,53,2.4,0,0.7
臺北,2016/6/22,12:06:00,"1,005.20",36.7,52,2,0,0.7
臺北,2016/6/22,11:06:00,"1,005.90",35.2,55,2.5,0,0.8
臺北,2016/6/22,10:06:00,"1,006.10",34.9,56,2.4,0,1
臺北,2016/6/22,09:06:00,"1,006.70",33.1,61,2.2,0,1
臺北,2016/6/22,08:06:00,"1,006.80",30.2,72,1.1,0,0.6
臺北,2016/6/22,07:06:00,"1,006.80",27.8,79,1.2,0,0.5
臺北,2016/6/22,06:06:00,"1,006.30",26.6,78,1.9,0,0
臺北,2016/6/22,05:06:00,"1,006.10",26.6,78,2.1,0,-
臺北,2016/6/22,04:06:00,"1,005.80",26.6,79,1.6,0,-
臺北,2016/6/22,03:06:00,"1,005.30",26.8,77,1.2,0,-
臺北,2016/6/22,02:06:00,"1,005.50",26.7,80,1,0,-
臺北,2016/6/22,01:06:00,"1,005.50",27.2,76,1.5,0,-
臺北,2016/6/22,00:06:00,"1,005",29.5,73,1.7,0,-
臺北,2016/6/21,23:06:00,"1,006",27.5,77,1.7,0,-
臺北,2016/6/21,22:06:00,"1,005.90",27.8,76,1.2,0,-
臺北,2016/6/21,21:06:00,"1,005.90",27.7,77,1.1,0,-
臺北,2016/6/21,20:06:00,"1,006.10",27.7,76,1.9,0,-
臺北,2016/6/21,19:06:00,"1,005.90",27.7,78,1.1,1,0
臺北,2016/6/21,18:06:00,"1,005.70",28.2,76,1.7,0,0.1
臺北,2016/6/21,17:06:00,"1,005.80",26.9,80,2.5,2,0.1
臺北,2016/6/21,16:06:00,"1,006.10",30.5,66,2.9,0,0
臺北,2016/6/21,15:06:00,"1,005.50",33,64,2.3,0,0.1
臺北,2016/6/21,14:06:00,"1,005.60",34.5,59,1.1,0,0.2
臺北,2016/6/21,13:06:00,"1,005.90",33.7,62,2.8,0,0.3
臺北,2016/6/21,12:06:00,"1,006.40",34.3,59,2.2,0,0.7
臺北,2016/6/21,11:06:00,"1,006.90",34.7,53,0.8,0,0.9
臺北,2016/6/21,10:06:00,"1,007.10",34.1,55,2,0,1
臺北,2016/6/21,09:06:00,"1,007.10",31.4,62,0.7,0,1
臺北,2016/6/21,08:06:00,"1,007.30",28.9,70,1.9,0,0.4
臺北,2016/6/21,07:06:00,"1,007.10",27.2,73,1.3,0,0
臺北,2016/6/21,06:06:00,"1,006.70",26.3,74,1,0,0
臺北,2016/6/21,05:06:00,"1,006.50",26.2,74,1.5,0,-
臺北,2016/6/21,04:06:00,"1,006.10",26.5,73,1.6,0,-
臺北,2016/6/21,03:06:00,"1,005.70",26.6,73,1.7,0,-
臺北,2016/6/21,02:06:00,"1,005.50",26.9,73,1.6,0,-
臺北,2016/6/21,01:06:00,"1,006.20",27.1,70,1.7,0,-
臺北,2016/6/21,00:06:00,"1,005.50",27.3,76,0.9,0,-
臺北,2016/6/20,23:06:00,"1,007",27.7,69,2.3,0,-
臺北,2016/6/20,22:06:00,"1,006.60",27.9,69,2.3,0,-
臺北,2016/6/20,21:06:00,"1,006.30",27.8,70,2.5,0,-
臺北,2016/6/20,20:06:00,"1,006",28.1,69,2.2,0,-
臺北,2016/6/20,19:06:00,"1,006",28.3,69,2.5,0,0.1
臺北,2016/6/20,18:06:00,"1,005.40",28.5,69,1.6,0,0.4
臺北,2016/6/20,17:06:00,"1,005.70",28.7,70,1.6,0,0.2
臺北,2016/6/20,16:06:00,"1,005.80",28.3,73,2,0,0
臺北,2016/6/20,15:06:00,"1,005",33.4,64,1.6,0,0.3
臺北,2016/6/20,14:06:00,"1,005.40",34.3,62,2.1,0,0.9
臺北,2016/6/20,13:06:00,"1,005.70",34,62,2.2,0,1
臺北,2016/6/20,12:06:00,"1,005.90",35.7,60,2.1,0,1
臺北,2016/6/20,11:06:00,"1,006.20",35.6,52,0.5,0,1
臺北,2016/6/20,10:06:00,"1,006.30",34.3,58,1.1,0,1
臺北,2016/6/20,09:06:00,"1,006.70",32.2,65,0.6,0,1
臺北,2016/6/20,08:06:00,"1,007.20",30.3,70,0.7,0,0.5
臺北,2016/6/20,07:06:00,"1,007.10",28.7,74,0.5,0,0.1
臺北,2016/6/20,06:06:00,"1,006.80",27.5,77,0.9,0,0
臺北,2016/6/20,05:06:00,"1,006.30",27.7,73,1.6,0,-
臺北,2016/6/20,04:06:00,"1,005.80",27.7,76,0.9,0,-
臺北,2016/6/20,03:06:00,"1,005.90",27.8,76,1.3,0,-
臺北,2016/6/20,02:06:00,"1,006.40",28.1,76,2.2,0,-
臺北,2016/6/20,01:06:00,"1,006.80",28.3,75,0.6,0,-
臺北,2016/6/20,00:06:00,"1,006.80",27.2,70,2,0,-
臺北,2016/6/19,23:06:00,"1,007.90",29.4,71,1.1,0,-
臺北,2016/6/19,22:06:00,"1,008.50",29.8,71,1.5,0,-
臺北,2016/6/19,21:06:00,"1,008.20",30.4,66,1.1,0,-
臺北,2016/6/19,20:06:00,"1,007.90",30.4,66,1.5,0,-
臺北,2016/6/19,19:06:00,"1,007.70",30.7,65,1.9,0,0
臺北,2016/6/19,18:06:00,"1,006.90",31.7,61,0.5,0,0.4
臺北,2016/6/19,17:06:00,"1,006.40",31.9,60,3.2,0,0.4
臺北,2016/6/19,16:06:00,"1,006.20",32.9,63,2,0,0.3
臺北,2016/6/19,15:06:00,"1,006.90",31.8,66,3.2,0,0.2
臺北,2016/6/19,14:06:00,"1,007.10",35.1,57,0.3,0,0.8
臺北,2016/6/19,13:06:00,"1,007",35.8,59,1.2,0,0.8
臺北,2016/6/19,12:06:00,"1,007.40",33.6,64,2.1,0,0.3
臺北,2016/6/19,11:06:00,"1,007.80",34.3,58,1.1,0,0.9
臺北,2016/6/19,10:06:00,"1,008.50",32.7,60,0.6,0,1
臺北,2016/6/19,09:06:00,"1,009.20",30.9,64,0.6,0,1
臺北,2016/6/19,08:06:00,"1,009.30",28.5,72,0.8,0,0.4
臺北,2016/6/19,07:06:00,"1,009.30",26.8,77,1.1,0,0.2
臺北,2016/6/19,06:06:00,"1,009",25.6,77,1.3,0,0
臺北,2016/6/19,05:06:00,"1,008.60",25.1,78,1.6,0,-
臺北,2016/6/19,04:06:00,"1,008.50",25.3,76,1.6,0,-
臺北,2016/6/19,03:06:00,"1,008.20",25.5,77,1.7,0,-
臺北,2016/6/19,02:06:00,"1,008.50",25.4,77,0.6,0,-
臺北,2016/6/19,01:06:00,"1,008.60",26,74,1.1,0,-
臺北,2016/6/19,00:06:00,"1,007.20",28.7,72,2.2,0,-
臺北,2016/6/18,23:06:00,"1,009.60",26,79,0.3,0,-
臺北,2016/6/18,22:06:00,"1,010.20",26.4,76,1.2,0,-
臺北,2016/6/18,21:06:00,"1,010.10",26.3,78,2.4,0,-
臺北,2016/6/18,20:06:00,"1,009.70",26,85,0.5,0,-
臺北,2016/6/18,19:06:00,"1,009.80",26.3,81,1.5,0,0
臺北,2016/6/18,18:06:00,"1,009.20",26.1,83,1.8,0,0
臺北,2016/6/18,17:06:00,"1,009.60",25.8,82,2.8,1,0
臺北,2016/6/18,16:06:00,"1,009.60",25.5,85,3.2,11,0
臺北,2016/6/18,15:06:00,"1,008.70",27.5,86,4.4,10,0
臺北,2016/6/18,14:06:00,"1,007.90",29.9,76,2.9,1,0.1
臺北,2016/6/18,13:06:00,"1,008.40",32.5,65,3.3,0,0.5
臺北,2016/6/18,12:06:00,"1,008.80",32.6,65,2.2,0,0.3
臺北,2016/6/18,11:06:00,"1,009",33.5,61,0.6,0,0.7
臺北,2016/6/18,10:06:00,"1,009.30",32.3,65,0.6,0,0.8
臺北,2016/6/18,09:06:00,"1,009.10",31.5,72,0.5,0,1
臺北,2016/6/18,08:06:00,"1,008.60",29.2,79,0.5,0,0.6
臺北,2016/6/18,07:06:00,"1,007.90",26.9,87,0.6,0,0.5
臺北,2016/6/18,06:06:00,"1,007.40",25.5,86,0.8,0,0
臺北,2016/6/18,05:06:00,"1,007.40",25.1,88,0.9,0,-
臺北,2016/6/18,04:06:00,"1,007.40",25.4,87,0.7,0,-
臺北,2016/6/18,03:06:00,"1,007.30",25.5,88,1,0,-
臺北,2016/6/18,02:06:00,"1,007.20",25.7,88,1,0,-
臺北,2016/6/18,01:06:00,"1,007.70",25.7,88,0.3,0,-
臺北,2016/6/18,00:06:00,"1,009.10",26.4,75,2.1,0,-
臺北,2016/6/17,23:06:00,"1,009",26.2,88,0.1,0,-
臺北,2016/6/17,22:06:00,"1,009.10",26.2,87,0.6,1,-
臺北,2016/6/17,21:06:00,"1,009.10",26.2,86,1.4,6,-
臺北,2016/6/17,20:06:00,"1,008.70",26.3,85,0.6,5,-
臺北,2016/6/17,19:06:00,"1,008.10",25.8,87,1.5,12,0
臺北,2016/6/17,18:06:00,"1,007.70",25.6,85,1.9,29,0
臺北,2016/6/17,17:06:00,"1,007",26.5,87,2.9,24,0
臺北,2016/6/17,16:06:00,"1,004.90",27.7,85,5.1,6,0
臺北,2016/6/17,15:06:00,"1,004.70",30.3,74,2.7,0,0
臺北,2016/6/17,14:06:00,"1,004.90",31.5,68,4.4,0,0
臺北,2016/6/17,13:06:00,"1,005",33.4,62,1.4,0,0.6
臺北,2016/6/17,12:06:00,"1,005.50",36.6,52,1.2,0,0.7
臺北,2016/6/17,11:06:00,"1,005.80",35.5,55,1.3,0,0.6
臺北,2016/6/17,10:06:00,"1,005.90",33.8,60,0.6,0,0.7
臺北,2016/6/17,09:06:00,"1,005.90",32.8,63,0.5,0,1
臺北,2016/6/17,08:06:00,"1,006",32,69,0.3,0,0.5
臺北,2016/6/17,07:06:00,"1,005.40",29.1,78,0.9,0,0.5
臺北,2016/6/17,06:06:00,"1,005.10",28.1,77,1,0,0
臺北,2016/6/17,05:06:00,"1,004.70",28,78,1.2,0,-
臺北,2016/6/17,04:06:00,"1,003.90",28,78,0.5,0,-
臺北,2016/6/17,03:06:00,"1,003.50",28.3,76,1.6,0,-
臺北,2016/6/17,02:06:00,"1,003.50",28.7,76,0.7,0,-
臺北,2016/6/17,01:06:00,"1,003.70",28.9,78,1,0,-
臺北,2016/6/17,00:06:00,"1,008.60",26,87,1.4,0,-
臺北,2016/6/16,23:06:00,"1,004.30",30.3,70,2.2,0,-
臺北,2016/6/16,22:06:00,"1,004.10",30.7,70,2.1,0,-
臺北,2016/6/16,21:06:00,"1,003.50",31.1,65,2.5,0,-
臺北,2016/6/16,20:06:00,"1,003.10",31.4,64,3.3,0,-
臺北,2016/6/16,19:06:00,"1,002.70",31.9,64,3.7,0,0
臺北,2016/6/16,18:06:00,"1,001.80",33.1,61,1.8,0,0.3
臺北,2016/6/16,17:06:00,"1,000.70",34.7,57,2,0,0.6
臺北,2016/6/16,16:06:00,"1,000.60",35.7,54,3.8,0,0.5
臺北,2016/6/16,15:06:00,"1,000.90",35.4,52,4.7,0,0.5
臺北,2016/6/16,14:06:00,"1,001.10",35.9,54,4.2,0,0.6
臺北,2016/6/16,13:06:00,"1,001.40",36.3,52,4.8,0,0.9
臺北,2016/6/16,12:06:00,"1,001.80",35.9,54,4.1,0,0.6
臺北,2016/6/16,11:06:00,"1,002.20",36.5,48,2.5,0,1
臺北,2016/6/16,10:06:00,"1,001.90",35.8,50,2.9,0,1
臺北,2016/6/16,09:06:00,"1,002.30",33.7,54,2.5,0,1
臺北,2016/6/16,08:06:00,"1,002",31.7,63,0.9,0,0.6
臺北,2016/6/16,07:06:00,"1,001.50",28.6,78,1.3,0,0.5
臺北,2016/6/16,06:06:00,"1,001.40",27.4,76,2,0,0
臺北,2016/6/16,05:06:00,"1,001.20",28.6,70,2.4,0,-
臺北,2016/6/16,04:06:00,"1,001.40",27.8,78,0.7,0,-
臺北,2016/6/16,03:06:00,"1,001.10",27.7,80,0.7,0,-
臺北,2016/6/16,02:06:00,"1,000.80",28.3,78,0.6,0,-
臺北,2016/6/16,01:06:00,"1,000.20",28.4,78,0.5,0,-
臺北,2016/6/16,00:06:00,"1,003.80",30.1,69,1.7,0,-
臺北,2016/6/15,23:06:00,"1,001.20",29.5,75,0.8,0,-
臺北,2016/6/15,22:06:00,"1,001.90",30,74,0.3,0,-
臺北,2016/6/15,21:06:00,"1,002",30.3,73,1.7,0,-
臺北,2016/6/15,20:06:00,"1,001.50",31.4,67,0.2,0,-
臺北,2016/6/15,19:06:00,"1,000.90",32.1,64,1.1,0,0
臺北,2016/6/15,18:06:00,"1,000.60",32.7,63,1.5,0,0.2
臺北,2016/6/15,17:06:00,"1,000.30",33.9,61,1.6,0,0.6
臺北,2016/6/15,16:06:00,999.9,34.9,60,1.6,0,0.6
臺北,2016/6/15,15:06:00,"1,000.30",35.5,57,1.4,0,0.7
臺北,2016/6/15,14:06:00,"1,000.60",35.8,59,2.6,0,0.8
臺北,2016/6/15,13:06:00,"1,001.20",35.7,62,3.5,0,0.6
臺北,2016/6/15,12:06:00,"1,001.50",35.3,55,3.4,0,0.9
臺北,2016/6/15,11:06:00,"1,002",35.7,57,3,0,1
臺北,2016/6/15,10:06:00,"1,002.10",33.8,60,2.4,0,1
臺北,2016/6/15,09:06:00,"1,002.50",32,65,2.3,0,1
臺北,2016/6/15,08:06:00,"1,002.60",28.4,78,1,0,0.3
臺北,2016/6/15,07:06:00,"1,002.30",26.1,80,1.3,0,0.1
臺北,2016/6/15,06:06:00,"1,001.60",24.8,85,0.3,0,0
臺北,2016/6/15,05:06:00,"1,001.10",24.5,87,0.5,0,-
臺北,2016/6/15,04:06:00,"1,000.80",24.3,88,0.8,0,-
臺北,2016/6/15,03:06:00,"1,000.30",24.3,89,0.4,0,-
臺北,2016/6/15,02:06:00,"1,000.20",24.7,89,0.2,0,-
臺北,2016/6/15,01:06:00,"1,000.90",24.5,89,0.7,0,-
臺北,2016/6/15,00:06:00,"1,000.50",28.7,77,1,0,-
臺北,2016/6/14,23:06:00,"1,001.70",25.1,86,1.4,0,-
臺北,2016/6/14,22:06:00,"1,002.60",25.3,86,1.5,0,-
臺北,2016/6/14,21:06:00,"1,002.80",25.3,87,1.1,0,-
臺北,2016/6/14,20:06:00,"1,002.30",25.2,88,1.1,0,-
臺北,2016/6/14,19:06:00,"1,001.90",25.1,87,1.8,0,0
臺北,2016/6/14,18:06:00,"1,000.70",25.2,86,1.2,2,0
臺北,2016/6/14,17:06:00,"1,001.20",25.1,88,1.6,2,0
臺北,2016/6/14,16:06:00,"1,001.70",25.3,89,1.1,6,0
臺北,2016/6/14,15:06:00,"1,002.20",25.5,87,0.4,5,0
臺北,2016/6/14,14:06:00,"1,001.80",25,88,0.1,3,0
臺北,2016/6/14,13:06:00,"1,002.30",24.7,89,0.8,12,0
臺北,2016/6/14,12:06:00,"1,003",24.9,87,0.3,5,0
臺北,2016/6/14,11:06:00,"1,002.50",25.2,87,1.8,5,0
臺北,2016/6/14,10:06:00,"1,002.60",25.7,86,1.2,2,0
臺北,2016/6/14,09:06:00,"1,001.80",26.1,86,1,1,0
臺北,2016/6/14,08:06:00,"1,001.40",25.4,85,0.7,1,0
臺北,2016/6/14,07:06:00,"1,001.30",25.7,86,1.2,1,0
臺北,2016/6/14,06:06:00,"1,000.30",26.1,86,0.8,1,0
臺北,2016/6/14,05:06:00,"1,000.30",26.1,85,0.3,1,-
臺北,2016/6/14,04:06:00,"1,000.30",27.3,75,1.6,0,-
臺北,2016/6/14,03:06:00,998.9,27.4,73,1.1,0,-
臺北,2016/6/14,02:06:00,999.4,27.6,73,1.3,0,-
臺北,2016/6/14,01:06:00,"1,000",27.7,73,1,0,-
臺北,2016/6/14,00:06:00,"1,001.10",24.7,88,0.3,0,-
臺北,2016/6/13,23:06:00,"1,000.70",28.5,70,0.4,0,-
臺北,2016/6/13,22:06:00,"1,000.90",29.1,68,1.3,0,-
臺北,2016/6/13,21:06:00,"1,000.20",29.4,68,1.1,0,-
臺北,2016/6/13,20:06:00,999.5,30.1,65,2.4,0,-
臺北,2016/6/13,19:06:00,999.1,30.9,56,1.7,0,0
臺北,2016/6/13,18:06:00,999,32.2,53,3.4,0,0.1
臺北,2016/6/13,17:06:00,999.2,32.3,54,3,0,0.1
臺北,2016/6/13,16:06:00,999.2,31.4,60,3.8,0,0
臺北,2016/6/13,15:06:00,998.7,33.2,52,4.6,0,0.5
臺北,2016/6/13,14:06:00,998.6,34.2,54,3.8,0,0.8
臺北,2016/6/13,13:06:00,"1,000.30",30.7,71,4.6,0,0.2
臺北,2016/6/13,12:06:00,"1,001.20",29,78,3.5,0,0
臺北,2016/6/13,11:06:00,"1,001.80",27,85,1.7,0,0
臺北,2016/6/13,10:06:00,"1,001",26.4,87,0.6,0,0
臺北,2016/6/13,09:06:00,"1,001.40",25.9,87,1.1,2,0
臺北,2016/6/13,08:06:00,"1,002",25,89,0.5,5,0
臺北,2016/6/13,07:06:00,"1,001.90",24.7,89,0.7,10,0
臺北,2016/6/13,06:06:00,"1,001.30",24.9,89,0.9,9,0
臺北,2016/6/13,05:06:00,"1,000.30",25.4,88,0.9,6,-
